session,line,ts_start,ts_end,wav,wav_found,pattern,text,file_size,full_path,label,correction
transcript_20260311_235011,8705,07:25:35.808,07:25:36.064,445m35.808s-445m36.064s.wav,True,字幕,字幕志願者 楊棟樑,9260,transcript_20260311_235011/445m35.808s-445m36.064s.wav,無音效,
transcript_20260311_235011,8706,07:25:36.384,07:25:36.576,445m36.384s-445m36.576s.wav,True,字幕,中文字幕提供,7212,transcript_20260311_235011/445m36.384s-445m36.576s.wav,無音效,
transcript_20260311_235011,8713,07:25:49.472,07:25:49.728,445m49.472s-445m49.728s.wav,True,by bwd6,by bwd6,9260,transcript_20260311_235011/445m49.472s-445m49.728s.wav,無音效,
transcript_20260311_235011,8764,07:29:11.904,07:29:12.896,449m11.904s-449m12.896s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎觀看,32812,transcript_20260311_235011/449m11.904s-449m12.896s.wav,辨識錯誤,眼神跟反應
transcript_20260311_235011,8782,07:30:03.008,07:30:03.328,450m03.008s-450m03.328s.wav,True,我們下[期集]再見,我們下期再見,11308,transcript_20260311_235011/450m03.008s-450m03.328s.wav,無音效,
transcript_20260311_235011,8933,07:37:15.520,07:37:15.776,457m15.520s-457m15.776s.wav,True,字幕,中文字幕 李宗盛,9260,transcript_20260311_235011/457m15.520s-457m15.776s.wav,無音效,
transcript_20260311_235011,8957,07:38:36.992,07:38:37.120,458m36.992s-458m37.120s.wav,True,字幕,中文字幕提供,5164,transcript_20260311_235011/458m36.992s-458m37.120s.wav,無音效,
transcript_20260311_235011,9037,07:42:26.560,07:42:27.040,462m26.560s-462m27.040s.wav,True,我們下[期集]再見,我們下期再見,16428,transcript_20260311_235011/462m26.560s-462m27.040s.wav,無音效,
transcript_20260311_235011,9069,07:43:59.456,07:43:59.648,463m59.456s-463m59.648s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,7212,transcript_20260311_235011/463m59.456s-463m59.648s.wav,無音效,
transcript_20260311_235011,9076,07:44:15.904,07:44:16.064,464m15.904s-464m16.064s.wav,True,字幕,中文字幕 李宗盛,6188,transcript_20260311_235011/464m15.904s-464m16.064s.wav,無音效,
transcript_20260311_235011,9083,07:44:30.752,07:44:31.168,464m30.752s-464m31.168s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,14380,transcript_20260311_235011/464m30.752s-464m31.168s.wav,無音效,
transcript_20260311_235011,9091,07:44:45.440,07:44:46.112,464m45.440s-464m46.112s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,22572,transcript_20260311_235011/464m45.440s-464m46.112s.wav,辨識錯誤,頂尖的
transcript_20260311_235011,9129,07:46:45.824,07:46:46.464,466m45.824s-466m46.464s.wav,True,下[期集]見,我們下期見,21548,transcript_20260311_235011/466m45.824s-466m46.464s.wav,辨識錯誤,我在天
transcript_20260311_235011,9140,07:47:13.952,07:47:14.240,467m13.952s-467m14.240s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,10284,transcript_20260311_235011/467m13.952s-467m14.240s.wav,無音效,
transcript_20260311_235011,9228,07:51:12.160,07:51:12.416,471m12.160s-471m12.416s.wav,True,字幕,中文字幕提供,9260,transcript_20260311_235011/471m12.160s-471m12.416s.wav,無音效,
transcript_20260311_235011,9238,07:51:41.856,07:51:42.176,471m41.856s-471m42.176s.wav,True,字幕,中文字幕提供,11308,transcript_20260311_235011/471m41.856s-471m42.176s.wav,無音效,
transcript_20260311_235011,9248,07:52:01.824,07:52:02.080,472m01.824s-472m02.080s.wav,True,字幕,中文字幕 李宗盛,9260,transcript_20260311_235011/472m01.824s-472m02.080s.wav,無音效,
transcript_20260311_235011,9291,07:53:56.480,07:53:56.672,473m56.480s-473m56.672s.wav,True,我們下[期集]再見,我們下期再見,7212,transcript_20260311_235011/473m56.480s-473m56.672s.wav,無音效,
transcript_20260311_235011,9328,07:55:23.584,07:55:23.776,475m23.584s-475m23.776s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎關注明鏡,7212,transcript_20260311_235011/475m23.584s-475m23.776s.wav,無音效,
transcript_20260311_235011,9361,07:56:30.176,07:56:30.464,476m30.176s-476m30.464s.wav,True,我們下[期集]再見,我們下期再見,10284,transcript_20260311_235011/476m30.176s-476m30.464s.wav,無音效,
transcript_20260311_235011,9443,07:59:43.936,07:59:44.352,479m43.936s-479m44.352s.wav,True,字幕,中文字幕志願者 李宗盛,14380,transcript_20260311_235011/479m43.936s-479m44.352s.wav,辨識錯誤,光
transcript_20260311_235011,9446,07:59:46.848,07:59:47.424,479m46.848s-479m47.424s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,19500,transcript_20260311_235011/479m46.848s-479m47.424s.wav,辨識錯誤,民進黨
transcript_20260311_235011,9449,07:59:55.424,07:59:55.648,479m55.424s-479m55.648s.wav,True,字幕,中文字幕志願者 李宗盛,8236,transcript_20260311_235011/479m55.424s-479m55.648s.wav,無音效,
transcript_20260311_235011,9518,08:02:36.192,08:02:36.992,482m36.192s-482m36.992s.wav,True,明鏡[及與]點點欄目,請大家點贊 訂閱 轉發 打賞支援明鏡與點點欄目,26668,transcript_20260311_235011/482m36.192s-482m36.992s.wav,無法辨識,
transcript_20260311_235011,9656,08:10:43.616,08:10:43.936,490m43.616s-490m43.936s.wav,True,感謝[觀收]看,感謝觀看,11308,transcript_20260311_235011/490m43.616s-490m43.936s.wav,無音效,
transcript_20260311_235011,9713,08:13:10.560,08:13:10.944,493m10.560s-493m10.944s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,13356,transcript_20260311_235011/493m10.560s-493m10.944s.wav,無音效,
transcript_20260311_235011,9736,08:14:11.968,08:14:12.288,494m11.968s-494m12.288s.wav,True,感謝[觀收]看,感謝觀看,11308,transcript_20260311_235011/494m11.968s-494m12.288s.wav,無音效,
transcript_20260311_235011,9774,08:16:13.632,08:16:14.304,496m13.632s-496m14.304s.wav,True,我們下[期集]再見,我們下期再見,22572,transcript_20260311_235011/496m13.632s-496m14.304s.wav,辨識錯誤,因為他們在想
transcript_20260311_235011,9854,08:20:05.696,08:20:05.888,500m05.696s-500m05.888s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,7212,transcript_20260311_235011/500m05.696s-500m05.888s.wav,無音效,
transcript_20260311_235011,9899,08:22:00.704,08:22:01.440,502m00.704s-502m01.440s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,24620,transcript_20260311_235011/502m00.704s-502m01.440s.wav,辨識錯誤,頂尖的
transcript_20260311_235011,9949,08:24:27.424,08:24:27.680,504m27.424s-504m27.680s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,9260,transcript_20260311_235011/504m27.424s-504m27.680s.wav,無音效,
transcript_20260311_235011,10142,08:32:53.824,08:32:53.952,512m53.824s-512m53.952s.wav,True,字幕,中文字幕提供,5164,transcript_20260311_235011/512m53.824s-512m53.952s.wav,無音效,
transcript_20260311_235011,10171,08:33:52.640,08:33:52.832,513m52.640s-513m52.832s.wav,True,字幕,字幕志願者 楊棟樑,7212,transcript_20260311_235011/513m52.640s-513m52.832s.wav,無音效,
transcript_20260311_235011,10183,08:34:19.744,08:34:20.032,514m19.744s-514m20.032s.wav,True,字幕,中文字幕 李宗盛,10284,transcript_20260311_235011/514m19.744s-514m20.032s.wav,無音效,
transcript_20260311_235011,10197,08:34:49.600,08:34:50.112,514m49.600s-514m50.112s.wav,True,我們下[期集]再見,我們下期再見,17452,transcript_20260311_235011/514m49.600s-514m50.112s.wav,無音效,
transcript_20260311_235011,10200,08:34:55.200,08:34:55.328,514m55.200s-514m55.328s.wav,True,字幕,字幕志願者 楊茜茜,5164,transcript_20260311_235011/514m55.200s-514m55.328s.wav,無音效,
transcript_20260311_235011,10208,08:35:12.512,08:35:12.800,515m12.512s-515m12.800s.wav,True,感謝[觀收]看,感謝觀看,10284,transcript_20260311_235011/515m12.512s-515m12.800s.wav,無音效,
transcript_20260311_235011,10219,08:35:30.976,08:35:31.680,515m30.976s-515m31.680s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,23596,transcript_20260311_235011/515m30.976s-515m31.680s.wav,辨識錯誤,有三點
transcript_20260311_235011,10248,08:36:46.304,08:36:46.656,516m46.304s-516m46.656s.wav,True,字幕,中文字幕提供,12332,transcript_20260311_235011/516m46.304s-516m46.656s.wav,無法辨識,
transcript_20260311_235011,10250,08:36:49.088,08:36:49.600,516m49.088s-516m49.600s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,17452,transcript_20260311_235011/516m49.088s-516m49.600s.wav,辨識錯誤,民進黨
transcript_20260311_235011,10274,08:37:52.864,08:37:53.184,517m52.864s-517m53.184s.wav,True,字幕,中文字幕提供,11308,transcript_20260311_235011/517m52.864s-517m53.184s.wav,無音效,
transcript_20260311_235011,10372,08:44:26.784,08:44:27.200,524m26.784s-524m27.200s.wav,True,字幕,字幕by索蘭婭,14380,transcript_20260311_235011/524m26.784s-524m27.200s.wav,辨識錯誤,大部分人
transcript_20260311_235011,10437,08:48:53.216,08:48:53.504,528m53.216s-528m53.504s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,10284,transcript_20260311_235011/528m53.216s-528m53.504s.wav,無音效,
transcript_20260311_235011,10490,08:51:52.480,08:51:52.768,531m52.480s-531m52.768s.wav,True,感謝[觀收]看,感謝觀看,10284,transcript_20260311_235011/531m52.480s-531m52.768s.wav,無音效,
transcript_20260311_235011,10503,08:52:45.216,08:52:45.440,532m45.216s-532m45.440s.wav,True,我們下[期集]再見,我們下期再見,8236,transcript_20260311_235011/532m45.216s-532m45.440s.wav,無音效,
transcript_20260311_235011,10514,08:53:25.632,08:53:26.080,533m25.632s-533m26.080s.wav,True,字幕,字幕志願者 楊棟樑,15404,transcript_20260311_235011/533m25.632s-533m26.080s.wav,辨識錯誤,是你
transcript_20260311_235011,10558,08:56:43.744,08:56:44.000,536m43.744s-536m44.000s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,9260,transcript_20260311_235011/536m43.744s-536m44.000s.wav,無音效,
transcript_20260311_235011,10578,08:57:51.328,08:57:51.680,537m51.328s-537m51.680s.wav,True,字幕,字幕志願者 李宗盛,12332,transcript_20260311_235011/537m51.328s-537m51.680s.wav,辨識錯誤,可是
transcript_20260312_162616,54,00:04:49.504,00:04:50.176,04m49.504s-04m50.176s.wav,True,感謝[觀收]看,感謝觀看,22572,transcript_20260312_162616/04m49.504s-04m50.176s.wav,辨識錯誤,Gram Master
transcript_20260312_162616,196,00:12:04.352,00:12:04.896,12m04.352s-12m04.896s.wav,True,下[期集]見,下期見,18476,transcript_20260312_162616/12m04.352s-12m04.896s.wav,辨識錯誤,第二個
transcript_20260312_162616,209,00:12:58.048,00:12:58.496,12m58.048s-12m58.496s.wav,True,字幕,中文字幕 李宗盛,15404,transcript_20260312_162616/12m58.048s-12m58.496s.wav,辨識錯誤,跟
transcript_20260312_162616,310,00:19:12.640,00:19:12.992,19m12.640s-19m12.992s.wav,True,我們下[期集]再見,我們下期再見,12332,transcript_20260312_162616/19m12.640s-19m12.992s.wav,無音效,
transcript_20260312_162616,386,00:24:03.744,00:24:03.968,24m03.744s-24m03.968s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,8236,transcript_20260312_162616/24m03.744s-24m03.968s.wav,無音效,
transcript_20260312_162616,395,00:24:28.256,00:24:28.480,24m28.256s-24m28.480s.wav,True,字幕,中文字幕 李宗盛,8236,transcript_20260312_162616/24m28.256s-24m28.480s.wav,無音效,
transcript_20260312_162616,460,00:28:51.936,00:28:52.096,28m51.936s-28m52.096s.wav,True,字幕,中文字幕 李宗盛,6188,transcript_20260312_162616/28m51.936s-28m52.096s.wav,無音效,
transcript_20260312_162616,478,00:30:02.528,00:30:02.720,30m02.528s-30m02.720s.wav,True,字幕,中文字幕 李宗盛,7212,transcript_20260312_162616/30m02.528s-30m02.720s.wav,無音效,
transcript_20260312_162616,484,00:30:38.880,00:30:39.296,30m38.880s-30m39.296s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,14380,transcript_20260312_162616/30m38.880s-30m39.296s.wav,無音效,
transcript_20260312_162616,769,00:49:03.104,00:49:03.520,49m03.104s-49m03.520s.wav,True,字幕,字幕by索蘭婭,14380,transcript_20260312_162616/49m03.104s-49m03.520s.wav,無音效,
transcript_20260312_162616,826,00:52:05.184,00:52:05.440,52m05.184s-52m05.440s.wav,True,字幕,中文字幕提供,9260,transcript_20260312_162616/52m05.184s-52m05.440s.wav,無音效,
transcript_20260312_162616,871,00:54:22.016,00:54:22.336,54m22.016s-54m22.336s.wav,True,MING PAO,MING PAO CANADA MANGA,11308,transcript_20260312_162616/54m22.016s-54m22.336s.wav,無音效,
transcript_20260312_162616,918,00:56:15.616,00:56:16.256,56m15.616s-56m16.256s.wav,True,by bwd6,by bwd6,21548,transcript_20260312_162616/56m15.616s-56m16.256s.wav,辨識錯誤,譬如愛
transcript_20260312_162616,991,01:00:05.824,01:00:06.016,60m05.824s-60m06.016s.wav,True,感謝[觀收]看,感謝觀看,7212,transcript_20260312_162616/60m05.824s-60m06.016s.wav,無音效,
transcript_20260312_162616,1035,01:02:59.264,01:02:59.744,62m59.264s-62m59.744s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,16428,transcript_20260312_162616/62m59.264s-62m59.744s.wav,辨識錯誤,被
transcript_20260312_162616,1037,01:03:02.176,01:03:02.368,63m02.176s-63m02.368s.wav,True,字幕,中文字幕志願者 李宗盛,7212,transcript_20260312_162616/63m02.176s-63m02.368s.wav,無音效,
transcript_20260312_162616,1186,01:12:15.936,01:12:16.256,72m15.936s-72m16.256s.wav,True,字幕,中文字幕 李宗盛,11308,transcript_20260312_162616/72m15.936s-72m16.256s.wav,無音效,
transcript_20260312_162616,1196,01:12:46.432,01:12:46.720,72m46.432s-72m46.720s.wav,True,字幕,字幕志願者 李宗盛,10284,transcript_20260312_162616/72m46.432s-72m46.720s.wav,無音效,
transcript_20260312_162616,1239,01:15:27.328,01:15:27.488,75m27.328s-75m27.488s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,6188,transcript_20260312_162616/75m27.328s-75m27.488s.wav,無音效,
transcript_20260312_162616,1248,01:16:37.312,01:16:37.504,76m37.312s-76m37.504s.wav,True,字幕,字幕志願者 楊棟樑,7212,transcript_20260312_162616/76m37.312s-76m37.504s.wav,無音效,
transcript_20260312_162616,1258,01:17:14.304,01:17:14.432,77m14.304s-77m14.432s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260312_162616/77m14.304s-77m14.432s.wav,無音效,
transcript_20260312_162616,1303,01:20:07.776,01:20:08.032,80m07.776s-80m08.032s.wav,True,字幕,中文字幕 李宗盛,9260,transcript_20260312_162616/80m07.776s-80m08.032s.wav,無音效,
transcript_20260312_162616,1362,01:23:58.368,01:23:58.496,83m58.368s-83m58.496s.wav,True,字幕,字幕by索蘭婭,5164,transcript_20260312_162616/83m58.368s-83m58.496s.wav,無音效,
transcript_20260312_162616,1451,01:29:22.912,01:29:23.040,89m22.912s-89m23.040s.wav,True,字幕,字幕by索蘭婭,5164,transcript_20260312_162616/89m22.912s-89m23.040s.wav,無音效,
transcript_20260312_162616,1458,01:29:44.832,01:29:44.960,89m44.832s-89m44.960s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260312_162616/89m44.832s-89m44.960s.wav,無音效,
transcript_20260312_162616,1481,01:31:09.632,01:31:09.760,91m09.632s-91m09.760s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260312_162616/91m09.632s-91m09.760s.wav,無音效,
transcript_20260312_162616,1523,01:33:09.760,01:33:10.080,93m09.760s-93m10.080s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,11308,transcript_20260312_162616/93m09.760s-93m10.080s.wav,無音效,
transcript_20260312_162616,1576,01:35:39.488,01:35:39.648,95m39.488s-95m39.648s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_162616/95m39.488s-95m39.648s.wav,無音效,
transcript_20260312_162616,1638,01:38:48.448,01:38:48.928,98m48.448s-98m48.928s.wav,True,下[期集]見,下期見,16428,transcript_20260312_162616/98m48.448s-98m48.928s.wav,辨識錯誤,概念
transcript_20260312_162616,1692,01:42:29.376,01:42:29.632,102m29.376s-102m29.632s.wav,True,字幕,中文字幕志願者 李宗盛,9260,transcript_20260312_162616/102m29.376s-102m29.632s.wav,無音效,
transcript_20260312_162616,1718,01:43:40.896,01:43:41.024,103m40.896s-103m41.024s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260312_162616/103m40.896s-103m41.024s.wav,無音效,
transcript_20260312_162616,1743,01:45:17.088,01:45:17.216,105m17.088s-105m17.216s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,5164,transcript_20260312_162616/105m17.088s-105m17.216s.wav,無音效,
transcript_20260312_162616,1751,01:45:38.912,01:45:39.072,105m38.912s-105m39.072s.wav,True,字幕,字幕志願者 李宗盛,6188,transcript_20260312_162616/105m38.912s-105m39.072s.wav,無音效,
transcript_20260312_162616,1913,01:54:31.840,01:54:32.000,114m31.840s-114m32.000s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_162616/114m31.840s-114m32.000s.wav,無音效,
transcript_20260312_162616,1918,01:54:43.712,01:54:44.160,114m43.712s-114m44.160s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,15404,transcript_20260312_162616/114m43.712s-114m44.160s.wav,辨識錯誤,要是
transcript_20260312_162616,1939,01:56:08.640,01:56:08.960,116m08.640s-116m08.960s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,11308,transcript_20260312_162616/116m08.640s-116m08.960s.wav,無音效,
transcript_20260312_162616,1999,02:00:13.664,02:00:17.824,120m13.664s-120m17.824s.wav,True,我們下[期集]再見,那今天這一集播源錄到這邊別再終於沒有點我們下期再見拜拜,134188,transcript_20260312_162616/120m13.664s-120m17.824s.wav,正確辨識,
transcript_20260312_162616,2084,02:05:49.568,02:05:49.696,125m49.568s-125m49.696s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260312_162616/125m49.568s-125m49.696s.wav,無音效,
transcript_20260312_162616,2204,02:12:28.064,02:12:28.416,132m28.064s-132m28.416s.wav,True,字幕,中文字幕 李宗盛,12332,transcript_20260312_162616/132m28.064s-132m28.416s.wav,無音效,
transcript_20260312_162616,2294,02:17:03.712,02:17:03.904,137m03.712s-137m03.904s.wav,True,字幕,中文字幕志願者 楊茜茜,7212,transcript_20260312_162616/137m03.712s-137m03.904s.wav,無音效,
transcript_20260312_162616,2465,02:26:25.344,02:26:25.504,146m25.344s-146m25.504s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_162616/146m25.344s-146m25.504s.wav,無音效,
transcript_20260312_162616,2698,02:39:37.248,02:39:37.408,159m37.248s-159m37.408s.wav,True,字幕,字幕志願者 楊棟樑,6188,transcript_20260312_162616/159m37.248s-159m37.408s.wav,無音效,
transcript_20260312_162616,2915,02:51:12.576,02:51:28.512,171m12.576s-171m28.512s.wav,True,我們下[期集]再見,老子的那個東西少的時候你敢專精而且力道敢集中那你可以看到成果你不相信我們可以再過一陣子五年後來應徵臺積電有沒有機會到2030好吧謝謝好那今天這集播音就到這邊VS中文也沒有電我們下期再見拜拜,511020,transcript_20260312_162616/171m12.576s-171m28.512s.wav,正確辨識,
transcript_20260312_162616,3260,03:11:20.224,03:11:20.384,191m20.224s-191m20.384s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,6188,transcript_20260312_162616/191m20.224s-191m20.384s.wav,無音效,
transcript_20260312_193928,254,00:11:54.784,00:11:55.264,11m54.784s-11m55.264s.wav,True,下[期集]見,下期見,16428,transcript_20260312_193928/11m54.784s-11m55.264s.wav,辨識錯誤,在
transcript_20260312_193928,278,00:13:16.640,00:13:16.864,13m16.640s-13m16.864s.wav,True,字幕,字幕志願者 楊棟樑,8236,transcript_20260312_193928/13m16.640s-13m16.864s.wav,無音效,
transcript_20260312_193928,299,00:14:15.584,00:14:15.968,14m15.584s-14m15.968s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,13356,transcript_20260312_193928/14m15.584s-14m15.968s.wav,無音效,
transcript_20260312_193928,343,00:16:03.648,00:16:04.224,16m03.648s-16m04.224s.wav,True,字幕,字幕志願者 李宗盛,19500,transcript_20260312_193928/16m03.648s-16m04.224s.wav,辨識錯誤,技術
transcript_20260312_193928,509,00:22:33.792,00:22:34.464,22m33.792s-22m34.464s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,22572,transcript_20260312_193928/22m33.792s-22m34.464s.wav,辨識錯誤,balance
transcript_20260312_193928,521,00:22:58.880,00:22:59.360,22m58.880s-22m59.360s.wav,True,字幕,中文字幕 李宗盛,16428,transcript_20260312_193928/22m58.880s-22m59.360s.wav,辨識錯誤,音檔
transcript_20260312_193928,542,00:23:41.504,00:23:41.984,23m41.504s-23m41.984s.wav,True,MING PAO,MING PAO CANADA MANGA,16428,transcript_20260312_193928/23m41.504s-23m41.984s.wav,辨識錯誤,跳
transcript_20260312_193928,584,00:25:01.216,00:25:01.568,25m01.216s-25m01.568s.wav,True,下[期集]見,下期見,12332,transcript_20260312_193928/25m01.216s-25m01.568s.wav,辨識錯誤,覺得
transcript_20260312_193928,734,00:31:38.144,00:31:38.272,31m38.144s-31m38.272s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260312_193928/31m38.144s-31m38.272s.wav,無音效,
transcript_20260312_193928,813,00:34:57.344,00:34:57.536,34m57.344s-34m57.536s.wav,True,字幕,中文字幕 李宗盛,7212,transcript_20260312_193928/34m57.344s-34m57.536s.wav,無音效,
transcript_20260312_193928,830,00:35:47.040,00:35:52.768,35m47.040s-35m52.768s.wav,True,我們下[期集]再見,謝謝感謝熊仔感謝這集播音部錄到這邊VS綜藝沒有電我們下期再見 掰掰,184364,transcript_20260312_193928/35m47.040s-35m52.768s.wav,無音效,
transcript_20260312_193928,898,00:39:55.712,00:39:56.192,39m55.712s-39m56.192s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,16428,transcript_20260312_193928/39m55.712s-39m56.192s.wav,辨識錯誤,想要
transcript_20260312_193928,996,00:43:59.936,00:44:00.160,43m59.936s-44m00.160s.wav,True,字幕,中文字幕志願者 李宗盛,8236,transcript_20260312_193928/43m59.936s-44m00.160s.wav,無音效,
transcript_20260312_193928,1011,00:44:36.128,00:44:36.864,44m36.128s-44m36.864s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,24620,transcript_20260312_193928/44m36.128s-44m36.864s.wav,辨識錯誤,評估
transcript_20260312_193928,1332,00:56:03.488,00:56:04.064,56m03.488s-56m04.064s.wav,True,字幕,中文字幕志願者 楊棟樑,19500,transcript_20260312_193928/56m03.488s-56m04.064s.wav,辨識錯誤,就有
transcript_20260312_193928,1751,01:12:19.264,01:12:19.616,72m19.264s-72m19.616s.wav,True,下[期集]見,下期見,12332,transcript_20260312_193928/72m19.264s-72m19.616s.wav,辨識錯誤,那
transcript_20260312_193928,1807,01:14:56.640,01:14:56.768,74m56.640s-74m56.768s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260312_193928/74m56.640s-74m56.768s.wav,無音效,
transcript_20260312_193928,1929,01:20:06.592,01:20:06.752,80m06.592s-80m06.752s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_193928/80m06.592s-80m06.752s.wav,無音效,
transcript_20260312_193928,2038,01:25:00.640,01:25:01.024,85m00.640s-85m01.024s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,13356,transcript_20260312_193928/85m00.640s-85m01.024s.wav,辨識錯誤,他
transcript_20260312_193928,2075,01:26:39.328,01:26:39.456,86m39.328s-86m39.456s.wav,True,感謝[觀收]看,感謝觀看,5164,transcript_20260312_193928/86m39.328s-86m39.456s.wav,無音效,
transcript_20260312_193928,2138,01:29:34.912,01:29:35.232,89m34.912s-89m35.232s.wav,True,感謝[觀收]看,感謝觀看,11308,transcript_20260312_193928/89m34.912s-89m35.232s.wav,無音效,
transcript_20260312_193928,2245,01:36:04.672,01:36:04.864,96m04.672s-96m04.864s.wav,True,字幕,中文字幕 李宗盛,7212,transcript_20260312_193928/96m04.672s-96m04.864s.wav,無音效,
transcript_20260312_193928,2251,01:36:19.680,01:36:19.808,96m19.680s-96m19.808s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260312_193928/96m19.680s-96m19.808s.wav,無音效,
transcript_20260312_193928,2339,01:39:54.976,01:39:55.136,99m54.976s-99m55.136s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,6188,transcript_20260312_193928/99m54.976s-99m55.136s.wav,無音效,
transcript_20260312_193928,2560,01:48:46.432,01:48:46.592,108m46.432s-108m46.592s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,6188,transcript_20260312_193928/108m46.432s-108m46.592s.wav,無音效,
transcript_20260312_193928,2660,01:52:47.616,01:52:47.872,112m47.616s-112m47.872s.wav,True,字幕,中文字幕 李宗盛,9260,transcript_20260312_193928/112m47.616s-112m47.872s.wav,無音效,
transcript_20260312_193928,2821,02:00:05.344,02:00:05.632,120m05.344s-120m05.632s.wav,True,我們下[期集]再見,我們下期再見,10284,transcript_20260312_193928/120m05.344s-120m05.632s.wav,無音效,
transcript_20260312_193928,3046,02:11:14.592,02:11:14.720,131m14.592s-131m14.720s.wav,True,我們下[期集]再見,我們下期再見,5164,transcript_20260312_193928/131m14.592s-131m14.720s.wav,無音效,
transcript_20260312_193928,3054,02:11:32.800,02:11:32.928,131m32.800s-131m32.928s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260312_193928/131m32.800s-131m32.928s.wav,無音效,
transcript_20260312_193928,3071,02:12:27.872,02:12:28.064,132m27.872s-132m28.064s.wav,True,MING PAO,MING PAO CANADA MANGA,7212,transcript_20260312_193928/132m27.872s-132m28.064s.wav,無音效,
transcript_20260312_193928,3137,02:15:26.784,02:15:26.912,135m26.784s-135m26.912s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260312_193928/135m26.784s-135m26.912s.wav,無音效,
transcript_20260312_193928,3201,02:18:23.168,02:18:23.552,138m23.168s-138m23.552s.wav,True,字幕,中文字幕提供,13356,transcript_20260312_193928/138m23.168s-138m23.552s.wav,無音效,
transcript_20260312_193928,3244,02:20:00.704,02:20:01.152,140m00.704s-140m01.152s.wav,True,下[期集]見,下期見,15404,transcript_20260312_193928/140m00.704s-140m01.152s.wav,辨識錯誤,這個
transcript_20260312_193928,3256,02:20:30.080,02:20:30.240,140m30.080s-140m30.240s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_193928/140m30.080s-140m30.240s.wav,無音效,
transcript_20260312_193928,3273,02:21:05.728,02:21:05.856,141m05.728s-141m05.856s.wav,True,字幕,字幕志願者 李宗盛,5164,transcript_20260312_193928/141m05.728s-141m05.856s.wav,無音效,
transcript_20260312_193928,3379,02:24:56.864,02:24:57.088,144m56.864s-144m57.088s.wav,True,字幕,中文字幕 李宗盛,8236,transcript_20260312_193928/144m56.864s-144m57.088s.wav,無音效,
transcript_20260312_193928,3386,02:25:08.352,02:25:09.120,145m08.352s-145m09.120s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,25644,transcript_20260312_193928/145m08.352s-145m09.120s.wav,辨識錯誤,就那些
